Customer ID,Product,Price,Date,Category,Payment Method
CUST7498,Camera,1843.15,05/08/2023,Electronics,Bank Transfer
CUST5052,Keyboard,1464.87,24/04/2023,Sports,Bank Transfer
CUST4479,Headphones,1806.78,12/09/2022,Automotive,Cash on Delivery
CUST9898,Tablet,474.56,07/06/2022,Fashion,Credit Card
CUST4251,Smartphone,1729.84,02/06/2022,Beauty,Debit Card
CUST9953,Smartwatch,645.81,03/01/2022,Toys,Credit Card
CUST2402,Keyboard,442.28,29/12/2022,Fashion,Bank Transfer
CUST2644,Mouse,1652.85,05/12/2022,Groceries,Credit Card
CUST1424,Smartwatch,963.21,14/11/2022,Sports,PayPal
CUST8482,Gaming Console,150.55,01/01/2024,Furniture,Cash on Delivery
CUST1573,Camera,1246.56,20/01/2022,Automotive,PayPal
CUST8009,Camera,1876.91,07/10/2022,Beauty,Bank Transfer
CUST2004,Tablet,33.35,24/01/2023,Fashion,PayPal
CUST9857,Headphones,1357.66,01/08/2023,Electronics,Debit Card
CUST5752,Headphones,1922.43,15/05/2022,Toys,Bank Transfer
CUST3941,Headphones,1489.84,28/02/2023,Fashion,Bank Transfer
CUST8017,Headphones,1479.43,28/03/2022,Sports,Bank Transfer
CUST8572,Monitor,693.36,04/11/2022,Beauty,Debit Card
CUST4705,Keyboard,518.81,06/05/2022,Groceries,Bank Transfer
CUST3808,Gaming Console,1885.71,26/08/2023,Books,Cash on Delivery
CUST2903,Camera,584.67,09/02/2022,Beauty,PayPal
CUST2808,Laptop,141.5,12/11/2023,Beauty,Bank Transfer
CUST2801,Camera,457.33,06/08/2022,Books,Cash on Delivery
CUST7354,Laptop,1503.54,06/04/2022,Books,Credit Card
CUST5303,Tablet,140.08,14/01/2023,Sports,Bank Transfer
CUST6928,Keyboard,296.44,29/11/2022,Furniture,PayPal
CUST6385,Headphones,763,10/05/2022,Groceries,PayPal
CUST1289,Monitor,1027.37,13/05/2022,Books,Debit Card
CUST5208,Monitor,1930.54,11/07/2022,Furniture,Debit Card
CUST7555,Mouse,971.7,15/05/2022,Home Appliances,PayPal
CUST2519,Monitor,1011.21,04/04/2023,Fashion,Credit Card
CUST4261,Monitor,265.29,04/02/2022,Electronics,Credit Card
CUST8394,Mouse,770.17,18/08/2022,Books,Credit Card
CUST2474,Mouse,1358.28,15/03/2023,Home Appliances,Bank Transfer
CUST4042,Camera,111.75,17/09/2023,Books,PayPal
CUST7500,Smartphone,1819.93,11/01/2022,Books,Credit Card
CUST4596,Gaming Console,590,11/01/2023,Books,Bank Transfer
CUST7369,Smartphone,863.34,20/07/2023,Automotive,Debit Card
CUST6024,Smartwatch,1120.74,30/06/2023,Furniture,Debit Card
CUST6105,Mouse,19.74,20/01/2022,Automotive,Credit Card
CUST4188,Keyboard,1518.26,12/10/2023,Furniture,Bank Transfer
CUST6176,Camera,1530.35,23/02/2022,Furniture,PayPal
CUST2981,Monitor,1320.46,27/10/2022,Toys,PayPal
CUST2053,Gaming Console,1085.79,28/08/2022,Automotive,Debit Card
CUST7409,Headphones,1389.08,26/01/2023,Fashion,Credit Card
CUST3988,Smartwatch,13.42,27/12/2023,Fashion,Cash on Delivery
CUST5306,Camera,1243.91,08/07/2023,Beauty,Cash on Delivery
CUST5939,Smartwatch,310.3,25/08/2022,Sports,Cash on Delivery
CUST2556,Tablet,460.48,19/11/2022,Toys,Cash on Delivery
CUST4793,Headphones,760.88,07/06/2023,Toys,Credit Card
CUST7839,Smartphone,1210.57,18/06/2023,Fashion,Bank Transfer
CUST1387,Monitor,877.86,22/02/2022,Fashion,PayPal
CUST7785,Tablet,1058.49,11/02/2023,Books,Bank Transfer
CUST1459,Monitor,750.05,07/05/2023,Furniture,Debit Card
CUST7408,Monitor,1915.94,19/03/2023,Home Appliances,Cash on Delivery
CUST1534,Mouse,1503.12,26/08/2022,Electronics,Cash on Delivery
CUST6637,Gaming Console,1786.77,02/01/2022,Furniture,Cash on Delivery
CUST8158,Monitor,1112.62,21/11/2023,Sports,Cash on Delivery
CUST7617,Laptop,487.6,27/02/2023,Furniture,Credit Card
CUST2166,Headphones,1711.74,29/06/2023,Furniture,Bank Transfer
CUST3878,Smartwatch,1354.98,07/11/2023,Beauty,Credit Card
CUST4058,Laptop,123.68,20/01/2022,Toys,Cash on Delivery
CUST2121,Smartphone,944.52,15/08/2022,Automotive,Debit Card
CUST5158,Mouse,1541.61,08/09/2023,Furniture,PayPal
CUST7225,Tablet,412.14,21/04/2022,Electronics,Debit Card
CUST9370,Keyboard,1775.22,13/06/2023,Toys,Cash on Delivery
CUST9161,Camera,654.77,08/07/2022,Sports,Bank Transfer
CUST6705,Laptop,1707.62,20/01/2022,Home Appliances,PayPal
CUST3744,Monitor,398.25,31/03/2022,Automotive,PayPal
CUST5518,Laptop,210.02,03/06/2022,Groceries,Cash on Delivery
CUST4273,Smartphone,871.91,18/11/2022,Furniture,Debit Card
CUST1602,Keyboard,622.2,28/04/2023,Automotive,PayPal
CUST4944,Smartphone,1172.48,28/12/2022,Home Appliances,Bank Transfer
CUST6439,Keyboard,483.9,02/12/2023,Fashion,Debit Card
CUST7288,Camera,449.22,16/09/2022,Home Appliances,PayPal
CUST3814,Headphones,1324.7,02/05/2022,Furniture,Bank Transfer
CUST2965,Monitor,179.99,31/05/2023,Fashion,Credit Card
CUST2425,Gaming Console,641.8,14/02/2022,Books,Cash on Delivery
CUST5277,Mouse,326.22,26/06/2023,Furniture,PayPal
CUST1808,Monitor,1491.08,22/09/2022,Furniture,PayPal
CUST7251,Mouse,1575.75,07/10/2022,Books,Credit Card
CUST6183,Smartwatch,293.95,08/01/2022,Fashion,Bank Transfer
CUST3442,Gaming Console,884.47,05/03/2023,Furniture,PayPal
CUST3321,Mouse,1295.87,04/02/2022,Groceries,Bank Transfer
CUST7004,Keyboard,553.87,29/01/2023,Automotive,Cash on Delivery
CUST9858,Laptop,1537.61,16/08/2022,Home Appliances,Debit Card
CUST9428,Camera,1213.4,03/03/2022,Beauty,Bank Transfer
CUST3787,Headphones,162.01,19/08/2022,Electronics,Bank Transfer
CUST4182,Gaming Console,306.31,21/04/2023,Groceries,Credit Card
CUST7294,Monitor,641.79,07/04/2023,Beauty,Cash on Delivery
CUST8825,Smartwatch,57.98,11/02/2023,Toys,Debit Card
CUST8563,Headphones,913.34,03/09/2022,Home Appliances,Cash on Delivery
CUST4179,Keyboard,647.76,28/02/2023,Fashion,Credit Card
CUST3666,Keyboard,854.05,01/07/2022,Home Appliances,Cash on Delivery
CUST2231,Smartwatch,328.19,20/03/2023,Sports,PayPal
CUST1247,Smartwatch,1368.18,15/02/2023,Electronics,Cash on Delivery
CUST4828,Smartwatch,456.28,14/10/2023,Electronics,Debit Card
CUST6631,Smartphone,962.36,17/04/2023,Home Appliances,Bank Transfer
CUST1687,Smartwatch,1446.71,19/03/2023,Furniture,Bank Transfer
CUST4491,Camera,1820.54,01/06/2023,Electronics,Bank Transfer
CUST4275,Monitor,807.46,29/03/2023,Automotive,Credit Card
CUST9420,Mouse,1054.15,01/10/2022,Furniture,Bank Transfer
CUST5214,Headphones,270.21,30/01/2022,Books,Bank Transfer
CUST5449,Mouse,1825.21,14/11/2023,Furniture,Debit Card
CUST8761,Laptop,263.59,09/01/2022,Automotive,Credit Card
CUST6367,Gaming Console,579.55,13/01/2022,Electronics,PayPal
CUST5187,Camera,553.33,13/05/2023,Automotive,Debit Card
CUST9461,Monitor,137.5,07/08/2023,Automotive,PayPal
CUST9160,Gaming Console,1534.48,17/06/2022,Toys,PayPal
CUST8044,Gaming Console,1018.96,06/12/2023,Toys,Credit Card
CUST7885,Keyboard,511.49,29/04/2023,Books,Debit Card
CUST4277,Keyboard,1144.61,13/07/2022,Fashion,Debit Card
CUST4402,Keyboard,499.81,29/03/2022,Books,PayPal
CUST6519,Monitor,1573.67,24/02/2022,Toys,Cash on Delivery
CUST4095,Smartphone,841.49,30/04/2022,Books,Bank Transfer
CUST5307,Smartphone,1321.59,12/01/2023,Electronics,Bank Transfer
CUST1349,Laptop,1464.98,21/11/2022,Furniture,Bank Transfer
CUST8999,Smartphone,47.77,07/11/2022,Home Appliances,Bank Transfer
CUST6856,Mouse,801.4,11/05/2023,Fashion,Bank Transfer
CUST3909,Monitor,191.84,16/11/2022,Toys,Debit Card
CUST4575,Camera,1229.33,08/07/2023,Books,Cash on Delivery
CUST3242,Gaming Console,1535.38,26/01/2022,Fashion,Cash on Delivery
CUST4924,Smartwatch,445.19,08/10/2023,Beauty,Cash on Delivery
CUST8594,Smartphone,696.49,25/05/2023,Beauty,Credit Card
CUST3026,Smartwatch,1989.48,02/06/2022,Automotive,Bank Transfer
CUST2814,Mouse,263.68,31/07/2023,Beauty,Bank Transfer
CUST3009,Camera,655.57,17/07/2023,Automotive,Credit Card
CUST1783,Smartwatch,909.22,24/04/2022,Electronics,PayPal
CUST9005,Camera,475.26,01/06/2023,Automotive,Debit Card
CUST4030,Laptop,170.09,31/10/2022,Electronics,PayPal
CUST8554,Smartphone,303.97,31/12/2023,Furniture,PayPal
CUST4794,Tablet,467.5,23/06/2022,Sports,Bank Transfer
CUST8254,Mouse,1835.93,11/03/2022,Beauty,Bank Transfer
CUST3186,Smartphone,315.76,24/05/2022,Fashion,Debit Card
CUST8818,Laptop,243.38,15/01/2022,Groceries,Debit Card
CUST8887,Tablet,1003.89,14/01/2022,Fashion,Credit Card
CUST1321,Monitor,961.97,04/12/2023,Toys,Bank Transfer
CUST8365,Keyboard,1818.62,30/01/2023,Toys,Credit Card
CUST5990,Tablet,612.94,17/05/2023,Automotive,Cash on Delivery
CUST3828,Mouse,999.41,05/11/2022,Home Appliances,Bank Transfer
CUST9992,Smartwatch,1010.74,15/03/2022,Toys,PayPal
CUST3202,Mouse,84.3,15/10/2023,Books,Bank Transfer
CUST2879,Gaming Console,1267.81,01/02/2022,Beauty,Debit Card
CUST7509,Tablet,939.83,04/11/2023,Beauty,Cash on Delivery
CUST7304,Camera,1239.48,26/04/2023,Automotive,Credit Card
CUST5357,Keyboard,1088.4,29/11/2022,Furniture,PayPal
CUST6186,Monitor,1301.54,07/04/2022,Books,Debit Card
CUST9923,Tablet,1694.76,04/04/2023,Books,Credit Card
CUST7366,Monitor,1745.95,07/08/2023,Furniture,PayPal
CUST4128,Keyboard,417.9,23/06/2023,Electronics,Credit Card
CUST2339,Gaming Console,548.26,23/02/2022,Groceries,PayPal
CUST8419,Gaming Console,714.88,30/07/2022,Electronics,Credit Card
CUST2754,Mouse,10.66,22/01/2023,Fashion,Debit Card
CUST3843,Headphones,1975.84,04/08/2023,Fashion,PayPal
CUST9624,Keyboard,1363.18,05/09/2022,Beauty,Credit Card
CUST1052,Monitor,852.35,23/02/2022,Fashion,Cash on Delivery
CUST8402,Monitor,983.53,12/12/2022,Sports,Bank Transfer
CUST1382,Mouse,626.94,28/09/2023,Books,Cash on Delivery
CUST6886,Mouse,1626.23,29/01/2023,Sports,Cash on Delivery
CUST5037,Gaming Console,1714.81,22/09/2022,Fashion,Bank Transfer
CUST5064,Camera,1424.26,21/05/2023,Beauty,Debit Card
CUST1447,Monitor,1717.88,04/11/2022,Groceries,Bank Transfer
CUST7198,Laptop,1547.51,20/09/2023,Books,Cash on Delivery
CUST4140,Gaming Console,1757.35,06/07/2022,Fashion,Cash on Delivery
CUST1591,Smartwatch,1381.38,15/09/2022,Books,Debit Card
CUST2996,Keyboard,1232.74,27/06/2022,Beauty,Debit Card
CUST4531,Keyboard,1626.35,28/07/2022,Books,Debit Card
CUST8157,Headphones,280.41,23/12/2023,Groceries,Cash on Delivery
CUST8517,Smartphone,1949.25,31/08/2022,Furniture,Cash on Delivery
CUST7875,Monitor,544.33,05/04/2023,Furniture,PayPal
CUST5267,Smartphone,270.47,22/01/2022,Groceries,PayPal
CUST4778,Smartphone,879.24,29/04/2023,Groceries,Bank Transfer
CUST1039,Headphones,1191.94,14/08/2022,Toys,Debit Card
CUST2922,Tablet,1799.03,31/03/2023,Beauty,Debit Card
CUST3709,Monitor,1395.6,02/08/2023,Books,Bank Transfer
CUST2718,Tablet,1943.34,16/10/2023,Beauty,Bank Transfer
CUST2712,Smartwatch,820.07,14/04/2023,Groceries,Debit Card
CUST8208,Mouse,457.45,22/02/2023,Home Appliances,Debit Card
CUST1490,Laptop,226.33,07/11/2023,Beauty,PayPal
CUST5004,Headphones,1610.31,10/11/2023,Automotive,Cash on Delivery
CUST1346,Gaming Console,1499.22,31/10/2022,Groceries,Debit Card
CUST1088,Mouse,1164.35,01/08/2023,Toys,Bank Transfer
CUST3293,Smartphone,1315.19,30/04/2023,Toys,Credit Card
CUST9673,Mouse,89.53,05/09/2022,Electronics,Cash on Delivery
CUST9430,Laptop,896.48,01/07/2023,Home Appliances,Debit Card
CUST9746,Mouse,1897.81,24/07/2022,Electronics,Bank Transfer
CUST4500,Smartwatch,1592.25,29/08/2023,Fashion,Cash on Delivery
CUST7839,Tablet,817.82,02/08/2023,Electronics,Bank Transfer
CUST9617,Smartphone,836.68,13/05/2023,Furniture,PayPal
CUST5438,Tablet,98.21,05/03/2022,Books,Credit Card
CUST6687,Headphones,1973.97,08/04/2022,Fashion,Credit Card
CUST6976,Monitor,1074.05,11/04/2022,Toys,Bank Transfer
CUST7109,Mouse,13.26,02/06/2023,Automotive,Bank Transfer
CUST6331,Keyboard,787.55,25/10/2022,Automotive,Bank Transfer
CUST1148,Smartphone,984.99,01/10/2023,Home Appliances,Bank Transfer
CUST4217,Mouse,99.38,24/11/2023,Electronics,PayPal
CUST9314,Keyboard,308.26,20/12/2023,Sports,Bank Transfer
CUST5995,Smartwatch,537.07,11/02/2023,Furniture,Debit Card
CUST7740,Laptop,1987.92,02/08/2022,Automotive,PayPal
CUST9047,Headphones,700.1,25/06/2022,Home Appliances,PayPal
CUST1240,Gaming Console,242.44,18/04/2022,Electronics,Debit Card
CUST2034,Tablet,945.23,14/04/2022,Home Appliances,Debit Card
CUST4025,Smartwatch,1056.51,09/06/2022,Automotive,PayPal
CUST1764,Gaming Console,1677.87,17/05/2022,Fashion,Credit Card
CUST6412,Keyboard,221.79,24/08/2022,Books,Credit Card
CUST7295,Monitor,805.22,29/03/2022,Groceries,Cash on Delivery
CUST9337,Monitor,1490.67,04/06/2022,Groceries,PayPal
CUST3128,Smartphone,1556.12,30/10/2022,Groceries,Bank Transfer
CUST7238,Mouse,1089.03,29/04/2023,Sports,PayPal
CUST4583,Keyboard,1342.28,18/01/2022,Electronics,Cash on Delivery
CUST3644,Smartphone,397,24/02/2022,Groceries,PayPal
CUST8600,Monitor,1402.39,01/03/2023,Automotive,PayPal
CUST5485,Camera,1077.69,16/01/2023,Electronics,Debit Card
CUST8707,Laptop,1777.84,05/08/2023,Toys,Cash on Delivery
CUST9359,Monitor,802.93,10/04/2022,Automotive,Cash on Delivery
CUST6789,Camera,1978.17,19/10/2023,Fashion,Cash on Delivery
CUST2468,Mouse,924.48,21/07/2023,Furniture,Cash on Delivery
CUST6748,Gaming Console,834.45,09/06/2023,Books,Bank Transfer
CUST5344,Smartwatch,816.8,20/01/2022,Beauty,Cash on Delivery
CUST8644,Keyboard,36.21,15/03/2022,Toys,Bank Transfer
CUST7393,Smartphone,1925.88,13/06/2023,Home Appliances,PayPal
CUST6009,Headphones,520.15,19/09/2023,Home Appliances,PayPal
CUST6510,Tablet,1118.65,10/02/2022,Electronics,Bank Transfer
CUST6501,Smartphone,1351.21,30/01/2022,Toys,Credit Card
CUST9459,Mouse,266.69,22/09/2023,Books,Debit Card
CUST9256,Smartwatch,1589.89,19/07/2022,Beauty,Bank Transfer
CUST5271,Monitor,23.84,17/06/2023,Furniture,Bank Transfer
CUST9585,Laptop,489.91,17/08/2023,Sports,Debit Card
CUST1720,Monitor,413.78,11/01/2022,Groceries,Credit Card
CUST5341,Smartwatch,111.8,04/08/2022,Fashion,Credit Card
CUST1699,Monitor,1560.97,29/04/2023,Books,Cash on Delivery
CUST2583,Tablet,1208.22,25/12/2022,Home Appliances,Credit Card
CUST2494,Gaming Console,310.62,03/12/2022,Toys,Debit Card
CUST7559,Camera,46.25,14/07/2023,Fashion,Cash on Delivery
CUST1070,Keyboard,298.3,15/07/2023,Beauty,PayPal
CUST2472,Headphones,267.37,09/10/2023,Toys,Cash on Delivery
CUST2538,Gaming Console,1671.2,16/02/2023,Furniture,Bank Transfer
CUST7573,Monitor,1959.42,18/08/2022,Electronics,Credit Card
CUST5215,Smartphone,915.22,16/04/2022,Groceries,Credit Card
CUST8964,Gaming Console,224.12,10/03/2022,Automotive,Debit Card
CUST3829,Camera,1341.94,31/07/2023,Furniture,Debit Card
CUST7290,Camera,427.84,19/05/2022,Automotive,Cash on Delivery
CUST8221,Gaming Console,986.5,04/03/2022,Automotive,Credit Card
CUST6311,Gaming Console,1387.47,12/03/2022,Automotive,Debit Card
CUST4671,Tablet,291.34,18/07/2022,Books,Credit Card
CUST3955,Camera,1721.58,04/09/2023,Fashion,PayPal
CUST4677,Monitor,759.47,08/01/2023,Sports,Cash on Delivery
CUST2982,Mouse,1267.67,20/06/2023,Automotive,Cash on Delivery
CUST7628,Mouse,1627.94,04/08/2022,Fashion,Debit Card
CUST1352,Gaming Console,785.4,08/03/2022,Groceries,Cash on Delivery
CUST6052,Headphones,124.55,14/06/2022,Furniture,Credit Card
CUST1690,Camera,1895.16,10/09/2023,Books,Bank Transfer
CUST9611,Headphones,1586.12,29/01/2022,Automotive,Debit Card
CUST1960,Headphones,1147.02,29/08/2022,Beauty,PayPal
CUST6063,Smartphone,65.01,22/11/2023,Books,Bank Transfer
CUST3025,Camera,1147.65,25/02/2023,Groceries,Debit Card
CUST3205,Smartwatch,1954.81,27/06/2022,Books,Credit Card
CUST3712,Smartphone,1099.99,22/08/2023,Home Appliances,Debit Card
CUST7854,Camera,585.68,20/06/2022,Groceries,Bank Transfer
CUST2142,Mouse,890.33,20/03/2023,Home Appliances,Cash on Delivery
CUST2416,Tablet,1051.45,01/02/2023,Automotive,Bank Transfer
CUST5101,Gaming Console,1072.89,31/10/2023,Fashion,Bank Transfer
CUST4890,Gaming Console,1819.49,02/11/2023,Toys,PayPal
CUST6337,Laptop,796.45,08/02/2022,Automotive,Cash on Delivery
CUST5361,Laptop,1909.35,31/12/2023,Automotive,Credit Card
CUST1419,Gaming Console,119.35,21/09/2023,Beauty,Debit Card
CUST4640,Laptop,579.07,17/01/2023,Home Appliances,Credit Card
CUST4176,Smartwatch,1802.62,15/07/2023,Automotive,Credit Card
CUST9445,Smartwatch,596.26,20/07/2022,Home Appliances,Bank Transfer
CUST5158,Monitor,1613.28,07/12/2023,Groceries,Bank Transfer
CUST3786,Mouse,1316.27,28/07/2022,Electronics,Credit Card
CUST7030,Mouse,1770.79,04/06/2023,Books,Debit Card
CUST9218,Smartwatch,799.66,02/03/2022,Fashion,Credit Card
CUST1130,Smartphone,501.47,19/11/2022,Fashion,Credit Card
CUST6370,Monitor,1528.28,31/08/2023,Sports,Credit Card
CUST8036,Tablet,630.46,29/05/2022,Furniture,Debit Card
CUST7833,Monitor,644.53,21/06/2022,Sports,Bank Transfer
CUST9504,Laptop,653.39,19/04/2023,Automotive,Credit Card
CUST8026,Headphones,1550.64,26/08/2022,Automotive,Bank Transfer
CUST7997,Smartwatch,701.32,07/09/2022,Beauty,Cash on Delivery
CUST5451,Mouse,187.25,27/01/2023,Furniture,Cash on Delivery
CUST1601,Keyboard,1961.83,18/08/2022,Home Appliances,PayPal
CUST1894,Monitor,1163.09,18/10/2023,Beauty,Cash on Delivery
CUST8854,Smartwatch,202.03,18/06/2023,Books,Bank Transfer
CUST9585,Camera,1219.14,10/12/2022,Furniture,PayPal
CUST3359,Mouse,1607.54,26/03/2023,Groceries,Debit Card
CUST6047,Smartwatch,660.76,24/06/2022,Groceries,Bank Transfer
CUST4086,Tablet,686.91,02/09/2022,Beauty,Credit Card
CUST6475,Keyboard,283.54,19/06/2022,Furniture,Debit Card
CUST2900,Monitor,227.94,16/07/2022,Books,Bank Transfer
CUST8818,Smartwatch,154.18,04/01/2022,Books,PayPal
CUST3131,Laptop,1834.83,09/02/2023,Beauty,Debit Card
CUST3394,Headphones,1708.49,22/08/2023,Books,Cash on Delivery
CUST1687,Headphones,483.44,19/08/2023,Books,Credit Card
CUST9570,Smartphone,1937.74,31/10/2022,Electronics,Credit Card
CUST8389,Gaming Console,1484.87,05/11/2022,Books,Cash on Delivery
CUST7502,Laptop,892,21/07/2023,Electronics,Cash on Delivery
CUST6529,Camera,1497.92,22/04/2023,Books,Cash on Delivery
CUST3993,Smartphone,1522.2,14/12/2023,Beauty,Debit Card
CUST4474,Keyboard,1689.7,09/04/2022,Electronics,Credit Card
CUST9535,Gaming Console,1981.2,26/09/2023,Groceries,Bank Transfer
CUST7500,Mouse,147.45,20/11/2023,Fashion,Cash on Delivery
CUST1167,Smartwatch,68.49,16/11/2022,Beauty,Bank Transfer
CUST2886,Gaming Console,1663.82,06/04/2022,Automotive,Debit Card
CUST2935,Camera,1110.47,12/10/2023,Automotive,Cash on Delivery
CUST3441,Laptop,604.36,24/09/2023,Beauty,Debit Card
CUST3850,Laptop,1916.8,22/07/2023,Electronics,Cash on Delivery
CUST4145,Laptop,1467.22,21/08/2023,Beauty,Bank Transfer
CUST2253,Headphones,1404.91,09/05/2022,Beauty,Bank Transfer
CUST2711,Tablet,1407.03,16/07/2023,Furniture,PayPal
CUST1676,Mouse,738.44,02/10/2023,Toys,PayPal
CUST5231,Laptop,1405.38,05/06/2023,Books,Credit Card
CUST7395,Gaming Console,1551.91,24/04/2023,Books,PayPal
CUST7498,Monitor,1224.05,21/09/2022,Groceries,Bank Transfer
CUST7895,Laptop,1596.09,11/12/2023,Automotive,Credit Card
CUST7549,Keyboard,546.26,16/08/2023,Toys,PayPal
CUST6900,Laptop,1289.95,31/08/2022,Sports,Bank Transfer
CUST4138,Mouse,1740.95,21/08/2023,Groceries,PayPal
CUST7494,Smartphone,1543.93,25/03/2023,Groceries,Debit Card
CUST6883,Laptop,535.21,14/07/2023,Toys,Credit Card
CUST9954,Gaming Console,1432.46,24/01/2022,Home Appliances,Credit Card
CUST8683,Monitor,1104.65,19/11/2022,Books,Debit Card
CUST3223,Keyboard,170.11,03/08/2023,Sports,Debit Card
CUST7895,Keyboard,810.21,08/06/2023,Fashion,Bank Transfer
CUST4191,Camera,1753.57,16/09/2022,Beauty,Debit Card
CUST4109,Tablet,999.04,08/04/2022,Electronics,Credit Card
CUST6294,Laptop,1912.39,09/04/2022,Fashion,Bank Transfer
CUST4663,Tablet,845.45,23/10/2023,Books,Bank Transfer
CUST9277,Headphones,1896.92,30/09/2022,Automotive,Bank Transfer
CUST5502,Tablet,37.31,21/06/2022,Groceries,Credit Card
CUST8852,Headphones,64.9,17/03/2023,Automotive,Cash on Delivery
CUST4497,Laptop,1629.46,26/02/2022,Automotive,Debit Card
CUST9765,Laptop,890.97,01/11/2023,Sports,Bank Transfer
CUST3009,Camera,626.77,16/06/2022,Toys,Cash on Delivery
CUST5019,Headphones,1524.39,14/05/2023,Furniture,Cash on Delivery
CUST9925,Headphones,998.97,07/08/2022,Books,Credit Card
CUST6585,Monitor,370.11,05/01/2022,Books,Debit Card
CUST2860,Camera,1733.73,23/01/2022,Beauty,Bank Transfer
CUST8987,Monitor,597.66,16/07/2022,Automotive,Debit Card
CUST8850,Tablet,1586.09,17/11/2023,Fashion,Debit Card
CUST1889,Gaming Console,996.55,29/11/2022,Home Appliances,Cash on Delivery
CUST2429,Headphones,539.58,19/08/2023,Home Appliances,Credit Card
CUST4911,Smartwatch,419.91,07/06/2022,Fashion,Bank Transfer
CUST1231,Headphones,408.73,03/08/2022,Home Appliances,Debit Card
CUST6314,Smartwatch,664.95,26/09/2023,Books,Cash on Delivery
CUST6059,Tablet,1349.54,02/04/2023,Electronics,PayPal
CUST2246,Monitor,1216.3,07/07/2023,Sports,Bank Transfer
CUST5493,Gaming Console,400.21,30/01/2023,Sports,PayPal
CUST5865,Camera,686.9,14/08/2023,Fashion,Cash on Delivery
CUST1635,Headphones,1392.2,02/10/2022,Automotive,PayPal
CUST9266,Smartphone,1379,29/04/2023,Books,Credit Card
CUST9053,Headphones,219.41,03/04/2022,Home Appliances,Debit Card
CUST9268,Headphones,214.9,11/07/2022,Groceries,PayPal
CUST3332,Smartphone,823.27,03/12/2023,Toys,Cash on Delivery
CUST2051,Monitor,1763.18,03/09/2023,Automotive,Bank Transfer
CUST1031,Headphones,580.85,29/08/2022,Sports,Bank Transfer
CUST8512,Headphones,1489.83,27/09/2022,Books,Bank Transfer
CUST7789,Smartphone,826.31,13/08/2023,Sports,Bank Transfer
CUST2858,Headphones,365.66,26/09/2023,Electronics,Debit Card
CUST5592,Tablet,679.03,16/10/2023,Beauty,Credit Card
CUST7031,Keyboard,1415.03,22/12/2023,Furniture,Cash on Delivery
CUST2745,Keyboard,1888.04,28/04/2023,Furniture,Credit Card
CUST3849,Tablet,684.87,27/08/2023,Home Appliances,Credit Card
CUST5040,Monitor,346.4,23/11/2022,Home Appliances,Debit Card
CUST5411,Gaming Console,1376.42,10/11/2022,Beauty,Bank Transfer
CUST6736,Laptop,265.54,07/08/2022,Sports,Credit Card
CUST4188,Laptop,1386.43,18/03/2022,Toys,Credit Card
CUST4468,Smartphone,1114.68,28/07/2023,Furniture,Cash on Delivery
CUST1693,Smartphone,1557.84,17/02/2023,Fashion,PayPal
CUST7652,Laptop,1929.21,16/06/2023,Electronics,Debit Card
